REFLEX	ETYMA	LEMMA	POS [OLD]	INFLECTION CLASS [OLD]	BASE TAGS [OLD]	REFLEX INFLECTED	ETYMA INFLECTED	INFLECTED TAGS [OLD]	FL2 [[OLD]]	IRREGULARITIES	CUT	ADDED	NOTES	SOURCE [NOTES]
saucius	['ksawakjos']	SAUCIUS	Adjective	2	Nm-M-S-Ps	saucii:	['ksawakji:']	Gn-M-S-Ps	G2			TRUE		
saxum	['saksom']	SAXUM	Noun	2	Nm-N-S	saxi:	['saksi:']	Gn-N-S	G2					
sa:gio:	['sa:gio:']	SAGIO	Verb	4	1-S-Pr-Act-Ind									
sa:l	['sa:ls']	SAL	Noun	3	Nm-M/N-S	salis	['salos']	Gn-M/N-S	G3					
sa:nctio:	['sa:nktjo:']	SANCTIO	Noun	3	Nm-F-S									
sa:nctus	['sa:nktos']	SANCTUS	Adjective	2	Nm-M-S-Ps	sa:ncti:	['sa:nkti:']	Gn-M-S-Ps	G2					
sa:nus	['sa:nos']	SANUS	Adjective	2	Nm-M-S-Ps	sa:ni:	['sa:ni:']	Gn-M-S-Ps	G2			TRUE		
sa:rio:	['sarsjo:']	SARIO	Verb	4	1-S-Pr-Act-Ind	sa:rit	['sarsjeti']	3-S-Pr-Act-Ind	V3					
scabellum	['skabnelom']	SCABELLUM	Noun	2	Nm-N-S	scabelli:	['skabneli:']	Gn-N-S	G2			TRUE		
scaber	['skaβros']	SCABER	Adjective	2	Nm-M-S-Ps	scabri:	['skaβri:']	Gn-M-S-Ps	G2			TRUE		
scabo:	['skaβo:']	SCABO	Verb	3	1-S-Pr-Act-Ind	scabit	['skaβeti']	3-S-Pr-Act-Ind	V3			TRUE		
scaevus	['skaiwos']	SCAEVUS	Adjective	2	Nm-M-S-Ps	scaevi:	['skaiwi:']	Gn-M-S-Ps	G2					
scamnum	['skamβnom']	SCAMNUM	Noun	2	Nm-N-S	scamni:	['skamβni:']	Gn-N-S	G2					
scando:	['skando:']	SCANDO	Verb	3	1-S-Pr-Act-Ind	scandit	['skandeti']	3-S-Pr-Act-Ind	V3			TRUE		
scapula	['skapela:']	SCAPULA	Noun	1	Nm-F-S	scapulae	['skapela:i:']	Gn-F-S	G1			TRUE		
sca:la	['skandsla:']	SCALA	Noun	1	Nm-F-S	sca:lae	['skandsla:i:']	Gn-F-S	G1			TRUE		
scelus	['skelos']	SCELUS	Noun	3	Nm-N-S	sceleris	['skelezes']	Gn-N-S	G3			TRUE		
scicidi:	['skiskidai']	SCINDO	Verb	3	1-S-Pf-Act-Ind							TRUE		
scindo:	['skindo:']	SCINDO	Verb	3	1-S-Pr-Act-Ind	scindit	['skindeti']	3-S-Pr-Act-Ind	V3					
scio:	['skijo:']	SCIO	Verb	4	1-S-Pr-Act-Ind	scit	['skijeti']	3-S-Pr-Act-Ind	V3					
scissus	['skidtos']	SCINDO	Participle	2	Pf-Psv-Nm-M-S-Ps	scissi:	['skidti:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
scortum	['skortom']	SCORTUM	Noun	2	Nm-N-S	scorti:	['skorti:']	Gn-N-S	G2			TRUE		
scri:bo:	['skreiβo:']	SCRIBO	Verb	3	1-S-Pr-Act-Ind	scri:bit	['skreiβeti']	3-S-Pr-Act-Ind	V3					
scriptus	['skriβtos']	SCRIBO	Participle	2	Pf-Psv-Nm-M-S-Ps	scripti:	['skriβti:']	Pf-Psv-Gn-M-S-Ps	G2					
scrobis	['skroβis']	SCROBIS	Noun	3	Nm-M-S	scrobis	['skroβes']	Gn-M-S	G3			TRUE		
scro:fa	['skro:βa:']	SCROFA	Noun	1	Nm-F-S	scro:fae	['skro:βa:i:']	Gn-F-S	G1	BORROWING		TRUE	[Borrowing] -f-, not -b-.	
scu:tum	['skoitom']	SCUTUM	Noun	2	Nm-N-S	scu:ti:	['skoiti:']	Gn-N-S	G2			TRUE		
seco:	['seka:jo:']	SECO	Verb	1	1-S-Pr-Act-Ind	secat	['seka:jeti']	3-S-Pr-Act-Ind	V3					
secundus	['sekʷontinos']	SECUNDUS	Adjective	2	Nm-M-S-Ps									
secus	['sekwos']	SECUS	Adverb		Ps							TRUE		
sedeo:	['sede:o:']	SEDEO	Verb	2	1-S-Pr-Act-Ind	sedet	['sede:eti']	3-S-Pr-Act-Ind	V3					
seges	['segets']	SEGES	Noun	3	Nm-F-S	segetis	['segetes']	Gn-F-S	G3			TRUE		
sella	['sedla:']	SELLA	Noun	1	Nm-F-S	sellae	['sedla:i:']	Gn-F-S	G1					
senex	['seneks']	SENEX	Adjective	3	Nm-M/F/N-S-Ps	senis	['senes']	Gn-M/F/N-S-Ps	G3			TRUE		
sentio:	['sentjo:']	SENTIO	Verb	4	1-S-Pr-Act-Ind	sentit	['sentjeti']	3-S-Pr-Act-Ind	V3					
senti:na	['semti:na']	SENTINA	Noun	1	Nm-F-S	senti:nae	['semti:na:i:']	Gn-F-S	G1					
sepelio:	['sepeljo:']	SEPELIO	Verb	4	1-S-Pr-Act-Ind	sepelit	['sepeljeti']	3-S-Pr-Act-Ind	V3			TRUE		
septem	['septem']	SEPTEM	Numeral											
september	['septemome:nzris']	SEPTEMBER	Noun	3	Nm-M-S	septembris	['septemome:nzres']	Gn-M-S	G3	PHONOLOGY			[Phonology] Haplology.	
sepultus	['sepeltus']	SEPULTUS	Adjective	2	Nm-M-S-Ps	sepulti:	['sepelti:']	Gn-M-S-Ps	G2			TRUE		
sequor	['sekʷo:r']	SEQUOR	Verb	3	1-S-Pr-Act-Ind	sequitur	['sekʷetor']	3-S-Pr-Dep-Ind	V3					
sere:nus	['ksere:nos']	SERENUS	Adjective	2	Nm-M-S-Ps	sere:ni:	['ksere:ni:']	Gn-M-S-Ps	G2			TRUE		
sero:_1	['sizo:']	SERO1	Verb	3	1-S-Pr-Act-Ind	serit_1	['sizeti']	3-S-Pr-Act-Ind	V3					
sero:_2	['sero:']	SERO2	Verb	3	1-S-Pr-Act-Ind	serit_2	['serit']	3-S-Pr-Act-Ind	V3					
serpo:	['serpo:']	SERPO	Verb	3	1-S-Pr-Act-Ind	serpit	['serpeti']	3-S-Pr-Act-Ind	V3					
serra	['serza:']	SERRA	Noun	1	Nm-F-S	serrae	['serza:i:']	Gn-F-S	G1					
servo:	['serwa:jo:']	SERVO	Verb	1	1-S-Pr-Act-Ind	servat	['serwa:jeti']	3-S-Pr-Act-Ind	V3					
servus	['serwos']	SERVUS	Noun	2	Nm-M-S	servi:	['serwi:']	Gn-M-S	G2					
seve:rus	['seɣwe:ros']	SEVERUS	Adjective	2	Nm-M-S-Ps	seve:ri:	['seɣwe:ri:']	Gn-M-S-Ps	G2					
sex	['seks']	SEX	Numeral									TRUE		
sexus	['seksus']	SEXUS	Noun	4	Nm-M-S									
se:do:	['sede:o:']	SEDO	Verb	1	1-S-Pr-Act-Ind									
se:ŋnis	['se:gnis']	SEGNIS	Adjective	3	Nm-M/F-S-Ps	se:ŋnis	['se:gnes']	Gn-M/F-S-Ps	G3			TRUE		
se:men	['se:men']	SEMEN	Noun	3	Nm-N-S									
se:mita	['se:mita:']	SEMITA	Noun	1	Nm-F-S									
se:rius	['swerjos' 'se:rjos']	SERIUS	Adjective	2	Nm-M-S-Ps	se:rii:	['swerji:' 'se:rji:']	Gn-M-S-Ps	G2					
se:rus	['se:ros']	SERUS	Adjective	2	Nm-M-S-Ps	se:ri:	['se:ri:']	Gn-M-S-Ps	G2					
se:tius	['se:tjos']	SETIUS	Adverb		Cm									
siccus	['siskwos']	SICCUS	Adjective	2	Nm-M-S-Ps	sicci:	['siskwi:']	Gn-M-S-Ps	G2	PHONOLOGY		TRUE	[Phonology] The etymon makes good sense cross-linguistically but the phonetics (as normally understood) don't work out.	
sileo:	['sile:o:']	SILEO	Verb	2	1-S-Pr-Act-Ind	silet	['sile:eti']	3-S-Pr-Act-Ind	V3					
siŋnum	['seknom']	SIGNUM	Noun	2	Nm-N-S	siŋni:	['sekni:']	Gn-N-S	G2					
similis	['semalis']	SIMILIS	Adjective	3	Nm-M/F-S-Ps	similis	['semales']	Gn-M/F-S-Ps	G3					
simplex	['semplaks']	SIMPLEX	Adjective	3	Nm-M/F/N-S-Ps	simplicis	['semplakes']	Gn-M/F/N-S-Ps	G3					
since:rus	['senkairos']	SINCERUS	Adjective	2	Nm-M-S-Ps	since:ri:	['senkairi:']	Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] If the etymology is right, -ae- is second position should give -i:-.	
siŋguli:	['semɣeloi']	SINGULUS	Adjective	2	Nm-M-P-Ps									
siŋgultus	['sengwoltus']	SINGULTUS	Noun	4	Nm-M-S	siŋgultu:s	['sengwoltuos']	Gn-M-S	G4			TRUE		
siŋgulus	['semɣelos']	SINGULUS	Adjective	2	Nm-M-S-Ps									
sinister	['senisteros']	SINISTER	Adjective	2	Nm-M-S-Ps	sinistri:	['senisteri:']	Gn-M-S-Ps	G2					
sino:	['sino:']	SINO	Verb	3	1-S-Pr-Act-Ind	sinit	['sineti']	3-S-Pr-Act-Ind	V3					
sinus	['sinus']	SINUS	Noun	4	Nm-M-S	sinu:s	['sinwos']	Gn-M-S	G4			TRUE		
sisto:	['sisto:']	SISTO	Verb	3	1-S-Pr-Act-Ind	sistit	['sisteti']	3-S-Pr-Act-Ind	V3			TRUE		
sitis	['ksitis']	SITIS	Noun	3	Nm-F-S	sitis	['ksites']	Gn-F-S	G3					
si:	['sei']	SI	Conjunction											
si:do:	['sizdo:']	SIDO	Verb	3	1-S-Pr-Act-Ind	si:dit	['sizdeti']	3-S-Pr-Act-Ind	V3					
si:dus	['si:ðos']	SIDUS	Noun	3	Nm-N-S	si:deris	['si:ðeres']	Gn-N-S	G3					
socer	['swekuros']	SOCER	Noun	3	Nm-M-S	soceri:	['swekuri:']	Gn-M-S	G2					
socius	['sokjos']	SOCIUS	Noun	2	Nm-M-S	socii:	['sokji:']	Gn-M-S	G2			TRUE		
socrus	['swekrus' 'swekru:']	SOCRUS	Noun	4	Nm-F-S	socru:s	['swekrous']	Gn-F-S	G4					
soda:lis	['sweða:lis']	SODALIS	Noun	3	Nm-M/F-S	soda:lis	['sweða:les']	Gn-M/F-S	G3					
soleo:	['solejo:']	SOLEO	Verb	2	1-S-Pr-Act-Ind	solet	['solejeti']	3-S-Pr-Act-Ind	V3					
solidus	['soliðos']	SOLIDUS	Adjective	2	Nm-M-S-Ps	solidi:	['soliði:']	Gn-M-S-Ps	G2					
solium	['sodjom']	SOLIUM	Noun	2	Nm-N-S	soli:	['sodji:']	Gn-N-S	G2	PHONOLOGY			[Phonology] -d- > -l-.	
sollus	['solnos']	SOLLUS	Adjective	2	Nm-M-S-Ps	solli:	['solni:']	Gn-M-S-Ps	G2					
solum	['solom']	SOLUM	Noun	2	Nm-N-S	soli:	['soli:']	Gn-N-S	G2					
solvo:	['seluwo:']	SOLVO	Verb	3	1-S-Pr-Act-Ind	solvit	['seluweti']	3-S-Pr-Act-Ind	V3					
somnus	['swepnos']	SOMNUS	Noun	2	Nm-M-S	somni:	['swepni:']	Gn-M-S	G2					
sono:	['swona:jo:']	SONO	Verb	1	1-S-Pr-Act-Ind	sonat	['swona:jeti']	3-S-Pr-Act-Ind	V3					
sopor	['swepo:s']	SOPOR	Noun	3	Nm-M-S	sopo:ris	['swepores']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] r from obliques; o: from the nominative.	
sorbeo:	['sorβejo:']	SORBEO	Verb	2	1-S-Pr-Act-Ind	sorbet	['sorβejeti']	3-S-Pr-Act-Ind	V3					
sordeo:	['swerde:o:']	SORDEO	Verb	2	1-S-Pr-Act-Ind	sordet	['swerde:eti']	3-S-Pr-Act-Ind	V3					
sorde:s	['swerdis']	SORDES	Noun	3	Nm-F-S	sordis	['swerdes']	Gn-F-S	G3	MORPHOLOGY			[Morphology] An inherited -e:s nominative perhaps imported to this noun.	
soror	['swezo:r']	SOROR	Noun	3	Nm-F-S	soro:ris	['swezo:res']	Gn-F-S	G3	PARADIGM LEVELING			[Paradigm leveling] Latin has -o:r- throughout the paradigm; Indo-European did not; did P. Ital.?	
sors	['sortis']	SORS	Noun	3	Nm-F-S	sortis	['sortes']	Gn-F-S	G3					
sospes	['swespats']	SOSPES	Adjective	3	Nm-M/F/N-S-Ps	sospitis	['swespates']	Gn-M/F/N-S-Ps	G3					
so:brius	['sweobrios']	SOBRIUS	Adjective	2	Nm-M-S-Ps	so:brii:	['sweobrii:']	Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] Assumes sweo > so: (no parallels).	
so:bri:nus	['swezri:nos']	SOBRINUS	Noun	2	Nm-M-S	so:bri:ni:	['swezri:ni:']	Gn-M-S	G2					
so:l	['saul']	SOL	Noun	3	Nm-M-S					PHONOLOGY			[Phonology] A PIE seH2ul would have yielded P. Ital. *saul, but au should not have become o: at this point	
so:lus	['swelos']	SOLUS	Adjective	2	Nm-M-S-Ps					PHONOLOGY			[Phonology] If this is the right etymology, the o: is unusual.	
so:ns	['sonts']	SONS	Adjective	3	Nm-M/F/N-S-Ps	sontis	['sontes']	Gn-M/F/N-S-Ps	G3					
spargo:	['spargo:']	SPARGO	Verb	3	1-S-Pr-Act-Ind	spargit	['spargeti']	3-S-Pr-Act-Ind	V3			TRUE		
sparsi:	['spargsai']	SPARGO	Verb	3	1-S-Pf-Act-Ind							TRUE		
specio:	['spekjo:']	SPECIO	Verb	3	1-S-Pr-Act-Ind	specit	['spekjeti']	3-S-Pr-Act-Ind	V3					
sperno:	['sperno:']	SPERNO	Verb	3	1-S-Pr-Act-Ind	spernit	['sperneti']	3-S-Pr-Act-Ind	V3			TRUE		
spe:s	['spe:s']	SPES	Noun	5	Nm-F-S									
spi:ca	['speika:']	SPICA	Noun	1	Nm-F-S	spi:cae	['speika:i:']	Gn-F-S	G1					
spi:na	['speina:']	SPINA	Noun	1	Nm-F-S	spi:nae	['speina:i:']	Gn-F-S	G1					
spi:ro:	['speiza:jo:']	SPIRO	Verb	1	1-S-Pr-Act-Ind	spi:rat	['speiza:jeti']	3-S-Pr-Act-Ind	V3					
spissus	['spidtos']	SPISSUS	Adjective	2	Nm-M-S-Ps	spissi:	['spidti:']	Gn-M-S-Ps	G2			TRUE		
sponda	['sponda:']	SPONDA	Noun	1	Nm-F-S	spondae	['sponda:i:']	Gn-F-S	G1					
spondeo:	['spondejo:']	SPONDEO	Verb	2	1-S-Pr-Act-Ind	spondet	['spondejeti']	3-S-Pr-Act-Ind	V3					
spopondi:	['spespondai']	SPONDEO	Verb	2	1-S-Pf-Act-Ind					MORPHOLOGY			[Morphology] spe- is the correct perfectivizer, but the pattern was reinterpreted, and the vowel of the root was used (maybe).	
sponte	['sponti']	SPONTE	Adverb		Ps							TRUE		
spo:nsum	['spondtom']	SPONDEO	Participle	2	Pf-Psv-Nm-N-S-Ps	spo:nsi:	['spondti:']	Pf-Psv-Gn-N-S-Ps	G2			TRUE		
spuo:	['spujo:']	SPUO	Verb	3	1-S-Pr-Act-Ind	spuit	['spujeti']	3-S-Pr-Act-Ind	V3					
spurcus	['sporkos']	SPURCUS	Adjective	2	Nm-M-S-Ps									
spu:ma	['spoima:']	SPUMA	Noun	1	Nm-F-S	spu:mae	['spoima:i:']	Gn-F-S	G1			TRUE		
stabulum	['staðlom']	STABULUM	Noun	2	Nm-N-S	stabuli:	['staðli:']	Gn-N-S	G2			TRUE		
sta:men	['sta:men']	STAMEN	Noun	3	Nm-N-S	sta:minis	['stamenes']	Gn-N-S	G3					
stercus	['sterkos']	STERCUS	Noun	3	Nm-N-S	stecoris	['sterkores']	Gn-N-S	G3			TRUE		
sterno:	['sterno:']	STERNO	Verb	3	1-S-Pr-Act-Ind	sternit	['sterneti']	3-S-Pr-Act-Ind	V3					
sternuo:	['psternuwo:']	STERNUO	Verb	3	1-S-Pr-Act-Ind	sternuit	['psternuweti']	3-S-Pr-Act-Ind	V3			TRUE		
ste:lla	['ste:rola:']	STELLA	Noun	1	Nm-F-S	ste:llae	['ste:rola:i:']	Gn-F-S	G1					
stiŋguo:	['stengwo:']	STINGUO	Verb	3	1-S-Pr-Act-Ind	stiŋguit	['stengweti']	3-S-Pr-Act-Ind	V3			TRUE		
sti:lla	['steirla:']	STILLA	Noun	1	Nm-F-S	sti:llae	['steirla:i:']	Gn-F-S	G1			TRUE		
stips	['stips']	STIPS	Noun	3	Nm-M-S	stipis	['stipes']	Gn-M-S	G3					
stipula	['stipela:']	STIPULA	Noun	1	Nm-F-S	stipulae	['stipela:i:']	Gn-F-S	G1					
sti:po:	['steipa:jo:']	STIPO	Verb	1	1-S-Pr-Act-Ind	sti:pat	['steipa:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
stolo:	['stelo:']	STOLO	Noun	3	Nm-M-S	stolo:nis	['stelo:nes']	Gn-M-S	G3					
sto:	['stae:o:']	STO	Verb	1	1-S-Pr-Act-Ind	stat	['stae:eti']	3-S-Pr-Act-Ind	V3					
stra:tus	['stra:tos']	STERNO	Participle	2	Pf-Psv-Nm-M-S-Ps	stra:ti:	['stra:ti:']	Pf-Psv-Gn-M-S-Ps	G2					
strepo:	['strepo:']	STREPO	Verb	3	1-S-Pr-Act-Ind	strepit	['strepeti']	3-S-Pr-Act-Ind	V3			TRUE		
stria	['strigja:']	STRIA	Noun	1	Nm-F-S	striae	['strigja:i:']	Gn-F-S	G1					
striŋgo:	['stringo:']	STRINGO	Verb	3	1-S-Pr-Act-Ind	striŋgit	['stringeti']	3-S-Pr-Act-Ind	V3					
struo:	['strowo:']	STRUO	Verb	3	1-S-Pr-Act-Ind	struit	['stroweti']	3-S-Pr-Act-Ind	V3					
stultus	['stoltos']	STULTUS	Adjective	2	Nm-M-S-Ps	stulti:	['stolti:']	Gn-M-S-Ps	G2					
stupeo:	['stupe:o:']	STUPEO	Verb	2	1-S-Pr-Act-Ind	stupet	['stupe:eti']	3-S-Pr-Act-Ind	V3					
sturnus	['stornos']	STURNUS	Noun	2	Nm-M-S	struni:	['storni:']	Gn-M-S	G2			TRUE		
sua:deo:	['swa:dejo:']	SUADEO	Verb	2	1-S-Pr-Act-Ind	sua:det	['swadejeti']	3-S-Pr-Act-Ind	V3					
sua:sum	['swarssom']	SUASUM	Noun	2	Nm-N-S	sua:si:	['swarssi:']	Gn-N-S	G2					
sua:vis	['swa:dwis']	SUAVIS	Adjective	3	Nm-M/F-S-Ps	sua:vis	['swadwes']	Gn-M/F-S-Ps	G3					
sub	['supo']	SUB	Preposition											
subliga:culum	['supoleigaklom']	SUBLIGACULUM	Noun	2	Nm-N-S									
sue:sco:	['sweðsko:']	SUESCO	Verb	3	1-S-Pr-Act-Ind	sue:scit	['sweðsketi']	3-S-Pr-Act-Ind	V3			TRUE		
suffio:	['supoðu:jo:']	SUFFIO	Verb	4	1-S-Pr-Act-Ind	suffit	['supoðu:jeti']	3-S-Pr-Act-Ind	V3	PHONOLOGY			[Phonology] pi:us rule.	
sulcus	['solkos']	SULCUS	Noun	2	Nm-M-S	sulci:	['solki:']	Gn-M-S	G2					
sulphur	['solpor']	SULPHUR	Noun	3	Nm-N-S									
sum	['ezom']	SUM	Verb	Special	1-S-Pr-Act-Ind									
summus	['supamos']	SUPERUS	Adjective	2	Nm-M-S-Sp	summi:	['supami:']	Gn-M-S-Ps	G2					
suo:	['su:o:']		Verb	3	1-S-Pr-Act-Ind						TRUE			
super	['superi']	SUPER	Preposition											
supra:	['supera:d']	SUPRA	Preposition									TRUE		
supre:mus	['superizamos']	SUPERUS	Adjective	2	Nm-M-S-Sp	supre:mi:	['superizami:']	Gn-M-S-Ps	G2					
surgo:	['surrego:']	SURGO	Verb	3	1-S-Pr-Act-Ind	surgit	['surregeti']	3-S-Pr-Act-Ind	V3			TRUE		
suo:	['sjujo:']	SUO	Verb	3	1-S-Pr-Act-Ind	suit	['sjujeti']	3-S-Pr-Act-Ind	V3			TRUE		
suppus	['soupos']	SUPPUS	Adjective	2	Nm-M-S-Ps	suppi:	['soupi:']	Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] Littera rule.	
suus	['sowos']	SUUS	Adjective	2	Nm-M-S-Ps									
su:cus	['soukos']	SUCUS	Noun	2	Nm-M-S	su:ci:	['souki:']	Gn-M-S	G2					
su:dor	['swoido:s']	SUDOR	Noun	3	Nm-M-S	su:do:ris	['swoido:ses']	Gn-M-S	G3	PARADIGM LEVELING		TRUE	[Paradigm Leveling] Nominative r from the oblique cases, o: from the nominative.	
su:dus	['swoidos']	SUDUS	Adjective	2	Nm-M-S-Ps	su:di:	['swoidi:']	Gn-M-S-Ps	G2			TRUE		
su:go:	['sougo:']	SUGO	Verb	3	1-S-Pr-Act-Ind	su:git	['sougeti']	3-S-Pr-Act-Ind	V3			TRUE		
su:men	['sougmen']	SUMEN	Noun	3	Nm-N-S	su:minis	['sougmenes']	Gn-N-S	G3			TRUE		
su:s	['su:s']	SUS	Noun	3	Nm-M/F-S	suis	['suwos']	Gn-M/F-S	G3					
taberna	['traberna:']	TABERNA	Noun	1	Nm-F-S	tabernae	['traberna:i:']	Gn-F-S	G1	PHONOLOGY			[Phonology] Dissimilation of r.	
tabula	['taðla:']	TABULA	Noun	1	Nm-F-S	tabulae	['taðla:i:']	Gn-F-S	G1			TRUE		
taceo:	['take:o:']	TACEO	Verb	2	1-S-Pr-Act-Ind	tacet	['take:eti']	3-S-Pr-Act-Ind	V3					
te:ctus	['tegtos']	TEGO	Participle	2	Pf-Psv-Nm-M-S-Ps	te:cti:	['tegti:']	Pf-Psv-Gn-M-S-Ps	G2	PHONOLOGY		TRUE	[Phonology] Lachmann's law.	
taedet	['taede:eti']	TAEDEO	Verb	2	3-S-Pr-Act-Ind							TRUE		
taeter	['taedros']	TAETER	Adjective	2	Nm-M-S-Ps	taetri:	['taedri:']	Gn-M-S-Ps	G2			TRUE		
taŋgo:	['tango:']	TANGO	Verb	3	1-S-Pr-Act-Ind	taŋgit	['tangeti']	3-S-Pr-Act-Ind	V3					
taurus	['tauros']	TAURUS	Noun	2	Nm-M-S	tauri:	['tauri:']	Gn-M-S	G2					
taxillus	['takslolos']	TAXILLUS	Noun	2	Nm-M-S	taxilli:	['taksloli:']	Gn-M-S	G2			TRUE		
ta:beo:	['ta:βe:o:']	TABEO	Verb	2	1-S-Pr-Act-Ind	ta:bet	['ta:βe:eti']	3-S-Pr-Act-Ind	V3			TRUE		
ta:lis	['ta:lis']	TALIS	Adjective	3	Nm-M/F-S-Ps	ta:lis	['ta:les']	Gn-M/F-S-Ps	G3			TRUE		
ta:lus	['takslos']	TALUS	Noun	2	Nm-M-S	ta:li:	['taksli:']	Gn-M-S	G2					
tego:	['tego:']	TEGO	Verb	3	1-S-Pr-Act-Ind	tegit	['tegeti']	3-S-Pr-Act-Ind	V3					
tellu:s	['telnu:s']	TELLUS	Noun	3	Nm-F-S	tellu:ris	['telnu:res']	Gn-F-S	G3			TRUE		
tetigi:	['tetagai']	TEGO	Verb	3	1-S-Pf-Act-Ind							TRUE		
temere	['temezi']	TEMERE	Adverb		Ps									
temno:	['temno:']	TEMNO	Verb	3	1-S-Pr-Act-Ind	temnit	['temneti']	3-S-Pr-Act-Ind	V3			TRUE		
tempero:	['tempeza:jo:']	TEMPERO	Verb	1	1-S-Pr-Act-Ind	temperat	['tempeza:jeti']	3-S-Pr-Act-Ind	V3					
templum	['templom']	TEMPLUM	Noun	2	Nm-N-S	templi:	['templi:']	Gn-N-S	G2					
tempus	['tempos']	TEMPUS	Noun	3	Nm-N-S	temporis	['tempores']	Gn-N-S	G3			TRUE		
tendo:	['tendo:']	TENDO	Verb	3	1-S-Pr-Act-Ind	tendit	['tendeti']	3-S-Pr-Act-Ind	V3					
tenebra	['temesra:']	TENEBRA	Noun	1	Nm-F-S	tenebrae	['temesra:i:']	Gn-F-S	G1				tenebrae is pluralia tantum, but we reconstruct the singular here.	
teneo:	['tene:o:']	TENEO	Verb	2	1-S-Pr-Act-Ind	tenet	['tene:eti']	3-S-Pr-Act-Ind	V3					
tener	['terenos']	TENER	Adjective	2	Nm-M-S-Ps	teneri:	['tereni:']	Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] Metathesis of n and r.	
tenuis	['tenwis']	TENUIS	Adjective	3	Nm-M/F-S-Ps	tenuis	['tenwes']	Gn-M/F-S-Ps	G3					
tenus_1	['tenos']	TENUS1	Preposition											
tenus_2	['tenos']	TENUS2	Noun	3	Nm-N-S	tenoris	['tenozes']	Gn-N-S	G3					
tepeo:	['tepe:o:']	TEPEO	Verb	2	1-S-Pr-Act-Ind	tepet	['tepe:eti']	3-S-Pr-Act-Ind	V3					
ter	['tre:s']	TER	Adverb		Ps									
terebrum	['terasrom']	TEREBRUM	Noun	2	Nm-N-S	terebri:	['terasri:']	Gn-N-S	G1			TRUE		
tergum	['tergom']	TERGUM	Noun	2	Nm-N-S	tergi:	['tergi:']	Gn-N-S	G2			TRUE		
termen	['termen']	TERMEN	Noun	3	Nm-N-S	terminis	['termonis']	Gn-N-S	G3					
terminus	['termenos']	TERMINUS	Noun	2	Nm-M-S	termini:	['termini:']	Gn-M-S	G2					
terra	['terza:']	TERRA	Noun	1	Nm-F-S	terrae	['terza:i:']	Gn-F-S	G1					
terreo:	['torzejo:']	TERREO	Verb	2	1-S-Pr-Act-Ind	terret	['torzejeti']	3-S-Pr-Act-Ind	V3					
testis	['tristis']	TESTIS	Noun	3	Nm-M/F-S	testis	['tristes']	Gn-M/F-S	G3					
texo:	['tekso:']	TEXO	Verb	3	1-S-Pr-Act-Ind	texit	['teksit']	3-S-Pr-Act-Ind	V3					
texui:	['teksawai']	TEXO	Verb	3	1-S-Pf-Act-Ind							TRUE		
te:xi:	['te:gsai']	TEGO	Verb	3	1-S-Pf-Act-Ind							TRUE		
te:la	['teksla:']	TELA	Noun	1	Nm-F-S	te:lae	['teksla:i:']	Gn-F-S	G1					
te:lum	['tendslom']	TELUM	Noun	2	Nm-N-S	te:li:	['tendsli:']	Gn-N-S	G2			TRUE		
te:mo:	['tenksmo:n']	TEMO	Noun	3	Nm-M-S	te:mo:nis	['tenksmo:nes']	Gn-M-S	G3			TRUE		
te:nsa	['tensa:']	TENSA	Noun	1	Nm-F-S	te:nsae	['tensa:i:']	Gn-F-S	G1					
tigillum	['tegnolom']	TIGILLUM	Noun	2	Nm-N-S	tigilli:	['tegnoli:']	Gn-N-S	G2			TRUE		
ti:ŋnum	['tegnom']	TIGNUM	Noun	2	Nm-N-S	ti:ŋni:	['tegni:']	Gn-N-S	G2					
tiŋgo:	['tengo:']	TINGO	Verb	3	1-S-Pr-Act-Ind	tiŋgit	['tengeti']	3-S-Pr-Act-Ind	V3					
ti:tio:	['ti:tjo:n']	TITIO	Noun	3	Nm-M-S	ti:tio:nis	['ti:tjo:nes']	Gn-M-S	G3					
toga	['toga:']	TOGA	Noun	1	Nm-F-S	togae	['toga:i:']	Gn-F-S	G1			TRUE		
tolero:	['tolaza:jo:']	TOLERO	Verb	1	1-S-Pr-Act-Ind	tolerat	['tolaza:jeti']	3-S-Pr-Act-Ind	V3					
tollo:	['tolno:']	TOLLO	Verb	3	1-S-Pr-Act-Ind	tollit	['tolneti']	3-S-Pr-Act-Ind	V3					
tondeo:	['tondejo:']	TONDEO	Verb	2	1-S-Pr-Act-Ind	tondet	['tondejeti']	3-S-Pr-Act-Ind	V3			TRUE		
tono:	['tona:jo:']	TONO	Verb	1	1-S-Pr-Act-Ind	tonat	['tona:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
tormentum	['torkwmentom']	TORMENTUM	Noun	2	Nm-N-S	tormenti:	['torkwmenti:']	Gn-N-S	G2					
torpeo:	['torpe:o:']	TORPEO	Verb	2	1-S-Pr-Act-Ind	torpet	['torpe:eti']	3-S-Pr-Act-Ind	V3			TRUE		
